oylik_daromad,oylik_xarajat,qarz_miqdori,kredit_oylik_tolovi,biznes_yoshi,kech_tolovlar,soliq_qarzi,soha,hudud,naqd_ulushi,mavsumiylik,xodimlar_soni,import_bogliq,valyuta_kurs_xavfi,risk_score,bankrot
15782669,11473507,8507676,90508,10,7,0,Xizmat,Viloyat,0.93,0,74,0,0.54,49,1
176423754,164185975,5576785,55399,4,10,0,Savdo,Viloyat,0.68,1,103,1,0.38,60,0
239193581,204573201,145837056,1241777,14,7,20173187,Ishlab chiqarish,Toshkent,0.41,1,59,0,0.08,65,1
94035329,94004957,48566412,604686,10,10,35896590,Xizmat,Toshkent,0.39,0,90,0,0.4,100,1
87931862,58025492,59771844,491337,5,7,29185051,Xizmat,Toshkent,0.63,1,38,0,0.2,46,0
320006841,206799589,557288,4470,11,1,0,Savdo,Toshkent,0.93,0,60,0,0.12,7,0
95350227,72195352,36627031,412779,4,3,44873317,Xizmat,Viloyat,0.41,1,16,0,0.51,38,0
133277185,88495983,63375535,589333,10,4,59580743,Ishlab chiqarish,Toshkent,0.78,1,8,1,0.86,50,0
64775598,61247325,19076639,140302,14,3,0,Xizmat,Viloyat,0.94,0,46,1,0.64,55,0
144149920,121160233,37293850,462695,8,8,35341379,Xizmat,Viloyat,0.37,0,53,0,0.34,41,0
101765861,68070946,28433756,165365,10,1,0,Savdo,Viloyat,0.72,0,20,1,0.72,28,0
389131668,233146575,208929173,2322476,12,9,0,Ishlab chiqarish,Viloyat,0.25,1,7,1,0.87,61,1
138684835,138231722,21736433,256265,14,0,17281308,Savdo,Toshkent,0.56,1,6,1,0.95,84,1
142683385,139990393,78198829,898327,0,7,0,Xizmat,Viloyat,0.5,1,95,0,0.11,100,1
111063038,96187566,52970615,569817,15,9,0,Savdo,Toshkent,0.5,0,67,1,0.93,59,1
15774753,16420378,5934090,34328,3,2,16221748,Xizmat,Viloyat,0.87,0,109,1,0.3,92,1
185216621,177727895,100667281,957653,14,8,0,Savdo,Viloyat,0.56,1,30,0,0.32,71,1
96495367,67157037,27830189,237884,13,6,0,Xizmat,Viloyat,0.78,0,9,0,0.01,23,0
166864489,109155458,13902756,130229,14,3,8010231,Xizmat,Toshkent,0.89,0,72,0,0.25,12,0
56945481,33846350,22291161,265560,7,2,0,Savdo,Toshkent,0.95,0,49,0,0.35,12,0
136136930,104339457,37075916,448637,8,6,0,Xizmat,Viloyat,0.81,1,45,0,0.16,19,0
287741522,170102872,126312223,885197,14,0,0,Ishlab chiqarish,Viloyat,0.33,0,21,0,0.51,31,0
231810796,160723611,162013379,1087020,1,9,0,Xizmat,Toshkent,0.72,1,89,0,0.46,46,0
12339390,7579232,6999585,80115,6,0,0,Xizmat,Viloyat,0.7,0,55,0,0.16,31,0
416821637,351201934,206308421,1321144,3,9,51080317,Ishlab chiqarish,Toshkent,0.51,1,54,0,0.1,53,0
64033894,59122670,41025838,290632,4,10,0,Savdo,Toshkent,0.34,0,35,0,0.51,94,1
122218907,121675233,41768984,402192,10,2,43658736,Savdo,Viloyat,0.57,0,36,1,0.61,89,1
76126160,48119520,13072328,149516,13,4,10402790,Savdo,Viloyat,0.53,1,105,1,0.48,34,0
59423053,50050745,31215325,328166,5,10,13261306,Savdo,Viloyat,0.69,1,88,1,0.92,55,1
104951237,59104643,68124459,835587,10,5,0,Xizmat,Toshkent,0.25,0,107,0,0.3,44,0
299118814,185555640,111694423,1007436,2,4,25239534,Ishlab chiqarish,Viloyat,0.78,0,49,0,0.17,33,0
277169288,192966743,160930318,984270,14,9,56290959,Ishlab chiqarish,Toshkent,0.8,1,28,1,0.45,48,1
78903674,62947264,24050842,137346,1,1,49525524,Savdo,Viloyat,0.81,0,32,1,0.77,48,1
104666687,60964311,16766344,144364,15,8,6208737,Savdo,Toshkent,0.91,0,13,1,0.72,42,0
75739067,70474675,44478878,358014,6,3,0,Xizmat,Viloyat,0.35,1,48,0,0.46,59,0
15560302,8968910,2126570,13583,0,10,0,Savdo,Toshkent,0.93,1,22,1,0.91,48,0
138809368,78890095,30611070,211850,13,3,0,Savdo,Toshkent,0.26,1,17,0,0.31,26,0
17181797,12194918,10452420,98287,0,1,0,Savdo,Viloyat,0.51,0,109,1,0.38,70,1
79515604,51384696,35719971,276012,5,3,50186596,Xizmat,Toshkent,0.33,0,43,0,0.53,40,0
83270297,58467376,29179420,211200,5,4,40168077,Xizmat,Viloyat,0.55,0,55,0,0.34,23,0
146664883,113945199,68787981,666436,5,9,0,Ishlab chiqarish,Viloyat,0.71,1,46,0,0.13,35,0
174209154,129232560,117046117,910846,5,5,0,Savdo,Viloyat,0.44,1,112,1,0.89,62,0
30475406,28688880,7881907,54141,8,6,30145529,Xizmat,Viloyat,0.36,1,86,0,0.38,85,1
45954489,45510938,18547724,216297,15,9,11115624,Savdo,Viloyat,0.39,1,14,0,0.08,100,1
130051402,107100729,20447186,143864,7,10,0,Ishlab chiqarish,Viloyat,0.63,1,53,0,0.16,23,0
103019513,87063732,17045088,163004,3,5,0,Xizmat,Toshkent,0.71,1,87,0,0.3,20,0
467026597,263689505,7558825,83510,0,1,19379083,Ishlab chiqarish,Toshkent,0.58,0,105,0,0.21,23,0
420012595,312194834,80881382,530585,9,7,0,Ishlab chiqarish,Toshkent,0.45,0,42,1,0.34,26,0
297841893,207973722,156503058,1023273,0,3,27535623,Ishlab chiqarish,Toshkent,0.57,1,65,0,0.33,46,0
72974667,65768997,19578183,140786,13,10,0,Savdo,Toshkent,0.57,0,28,1,0.72,42,1
58421403,54722082,1126243,9021,2,3,0,Xizmat,Toshkent,0.44,0,35,0,0.31,55,0
180218329,142555507,100935840,1229144,2,0,5775384,Savdo,Viloyat,0.45,1,64,1,0.85,48,0
88566906,91902317,35855367,370308,5,0,11101369,Ishlab chiqarish,Toshkent,0.27,1,110,0,0.05,100,1
171688573,158639359,8695614,83967,8,8,50842961,Savdo,Viloyat,0.34,0,39,1,0.47,73,0
54735973,31784725,18316777,226812,6,8,0,Savdo,Viloyat,0.9,0,11,1,0.88,41,0
36293810,22066747,22278358,242169,4,4,0,Xizmat,Toshkent,0.9,0,21,1,0.76,48,0
30529558,29619513,9817194,95619,6,6,32973136,Savdo,Viloyat,0.9,0,63,1,0.93,100,1
179433327,148401027,121079554,639459,3,9,0,Xizmat,Toshkent,0.93,1,32,0,0.17,40,0
224904655,227162839,34288174,184658,2,6,37766766,Savdo,Toshkent,0.71,1,105,1,0.58,100,1
59361527,47395671,12959898,72094,14,9,37426925,Savdo,Viloyat,0.59,0,67,1,0.52,43,0
289849050,297042834,44820517,243718,13,7,24345032,Ishlab chiqarish,Viloyat,0.69,1,27,1,0.69,100,1
104371999,67018899,46623605,263337,12,5,2737470,Ishlab chiqarish,Viloyat,0.78,1,49,1,0.55,41,0
264586924,267362619,20601299,137382,5,4,3719603,Savdo,Viloyat,0.7,1,100,0,0.21,89,1
243703062,184221244,92374857,502746,4,8,0,Savdo,Toshkent,0.78,1,61,1,0.98,38,0
255325088,161025587,40994467,374755,15,5,0,Savdo,Viloyat,0.45,1,68,1,0.67,36,0
31591942,18833053,16061435,147071,3,3,0,Ishlab chiqarish,Viloyat,0.41,0,106,0,0.44,38,1
62993752,51359203,5787639,64777,15,8,3747092,Xizmat,Toshkent,0.33,1,68,0,0.24,24,0
255707343,255062316,18315975,131100,10,2,0,Savdo,Toshkent,0.42,0,120,0,0.52,71,1
153325434,87120481,9123126,80507,11,7,0,Xizmat,Viloyat,0.27,0,87,0,0.34,29,0
47665358,45851867,20705620,244052,0,5,55648170,Xizmat,Toshkent,0.88,1,71,0,0.51,100,1
10452013,7202781,4213611,44345,9,5,11282835,Xizmat,Viloyat,0.55,0,2,0,0.33,65,1
262743367,204900118,42950594,458329,4,7,0,Ishlab chiqarish,Toshkent,0.31,1,119,1,0.92,46,1
110140596,95547973,39476568,254954,9,4,21219496,Ishlab chiqarish,Toshkent,0.36,1,100,0,0.34,42,0
241057667,133684590,47582116,303640,0,0,0,Savdo,Viloyat,0.37,1,59,0,0.5,29,0
137677479,98276123,32578015,274926,15,9,55290584,Xizmat,Toshkent,0.27,0,2,0,0.32,46,0
113691421,119191208,16943028,168222,5,3,0,Savdo,Viloyat,0.67,1,42,1,0.5,95,1
19697677,19812400,1927910,15930,14,2,7657787,Xizmat,Toshkent,0.68,0,38,1,0.91,90,1
95575641,56724757,31043685,371191,12,6,0,Ishlab chiqarish,Toshkent,0.73,0,61,1,0.34,21,0
181723112,119523727,106726177,1002988,0,2,0,Savdo,Viloyat,0.8,1,54,1,0.48,47,1
94213453,82106409,13957958,134589,1,10,0,Ishlab chiqarish,Toshkent,0.67,0,91,0,0.27,40,0
271837346,246766071,128826629,1320486,0,7,0,Savdo,Toshkent,0.5,1,30,1,0.8,71,1
53078086,31391542,14307172,138871,10,6,20436425,Xizmat,Toshkent,0.79,1,94,0,0.43,26,1
398711896,370191434,54650720,525034,13,6,48747850,Ishlab chiqarish,Toshkent,0.72,1,44,0,0.51,56,1
197602987,149989606,17293251,188118,15,8,4687233,Savdo,Viloyat,0.74,1,85,1,0.31,28,1
35808546,26691539,15692898,158469,6,5,0,Savdo,Toshkent,0.83,1,20,1,0.54,42,1
173192628,108705423,105353645,825881,13,3,0,Xizmat,Toshkent,0.7,1,11,0,0.4,30,0
23654261,15905612,13746074,148413,7,1,0,Savdo,Toshkent,0.65,0,34,1,0.81,31,0
224711207,137838972,75305992,921241,15,6,0,Ishlab chiqarish,Viloyat,0.71,0,113,0,0.06,23,0
38105995,26193887,23227842,258036,5,6,0,Savdo,Toshkent,0.55,1,112,0,0.09,40,0
155746394,107437745,102815512,684191,12,5,51423649,Savdo,Toshkent,0.92,1,79,0,0.14,52,0
321415780,203245135,183175540,1709608,4,5,1390141,Ishlab chiqarish,Viloyat,0.27,1,75,0,0.46,51,1
184947073,187611170,111176085,675112,13,7,0,Ishlab chiqarish,Viloyat,0.79,1,95,0,0.48,100,1
207267473,203792918,10584000,98605,5,2,0,Savdo,Viloyat,0.71,0,38,1,0.9,83,1
108513051,112444790,54921459,465586,1,7,0,Xizmat,Toshkent,0.85,1,30,0,0.21,100,1
77813645,67896594,47978465,489409,12,7,27857037,Xizmat,Toshkent,0.44,0,2,0,0.38,71,1
55770375,52530766,31544189,258584,0,0,49321161,Xizmat,Toshkent,0.35,0,65,1,0.3,83,1
175005408,114848722,104019837,1047241,15,10,0,Ishlab chiqarish,Toshkent,0.61,1,49,1,0.96,42,1
181145568,180298942,111168248,1055593,1,1,0,Xizmat,Viloyat,0.89,1,19,1,0.99,100,1
235250247,206206707,146560729,733808,11,8,0,Ishlab chiqarish,Toshkent,0.52,1,70,1,0.5,59,0
97708571,57068533,19277106,135702,2,10,15332901,Savdo,Toshkent,0.88,1,25,1,0.55,42,0
315783662,224161997,111781127,724133,12,4,0,Ishlab chiqarish,Toshkent,0.9,1,63,0,0.01,10,0
12819978,12993954,333848,3894,15,1,0,Xizmat,Viloyat,0.53,0,14,0,0.36,81,1
70201480,58663384,40620065,320506,5,6,5407232,Ishlab chiqarish,Viloyat,0.61,0,112,1,0.8,53,1
126507863,103503023,33201580,229651,14,2,37603344,Xizmat,Toshkent,0.49,1,32,0,0.04,23,0
188324703,141260452,18722938,159349,10,8,55652380,Ishlab chiqarish,Toshkent,0.64,0,119,0,0.27,30,0
367853862,203110595,225303334,1468516,5,7,51596713,Ishlab chiqarish,Viloyat,0.39,1,56,1,0.64,71,1
204682613,188170084,8772902,64915,7,0,54941554,Xizmat,Toshkent,0.46,0,105,0,0.2,23,0
46686314,45341050,20879800,224279,15,7,0,Savdo,Viloyat,0.84,1,16,1,0.9,100,1
180701305,134616682,138723,1320,4,4,0,Savdo,Viloyat,0.35,0,38,1,0.93,45,0
21837419,19202153,12974405,132183,3,10,39897895,Xizmat,Toshkent,0.78,1,14,0,0.26,76,1
121060960,69046629,51642183,522074,0,0,42271499,Xizmat,Viloyat,0.45,1,20,0,0.13,46,1
134207384,98275321,73308357,709703,8,3,0,Xizmat,Toshkent,0.84,0,59,0,0.1,18,0
24391123,17495446,13464231,126571,1,1,0,Savdo,Viloyat,0.28,0,54,1,0.96,58,1
107952980,89629313,54239621,543518,7,5,0,Ishlab chiqarish,Toshkent,0.67,0,46,0,0.5,30,0
130716509,125370341,35173555,431834,9,10,0,Xizmat,Viloyat,0.94,1,104,0,0.51,53,1
179660252,172230114,51269234,396644,8,9,12170015,Savdo,Toshkent,0.52,1,86,0,0.08,65,0
37825588,33363508,2286650,22864,10,4,0,Ishlab chiqarish,Toshkent,0.31,0,64,1,0.26,51,0
26676918,23956859,3700174,25007,6,0,0,Xizmat,Toshkent,0.89,1,8,0,0.46,28,0
67380437,54613229,34295490,379704,7,5,47910458,Ishlab chiqarish,Toshkent,0.93,0,9,1,0.87,58,1
446161950,384064580,71868030,857095,7,6,0,Ishlab chiqarish,Toshkent,0.54,0,69,0,0.35,33,0
58613224,44812428,2739926,31229,14,0,59506510,Savdo,Toshkent,0.8,1,117,0,0.31,14,0
26546061,23637683,17595110,176964,6,9,31055684,Savdo,Toshkent,0.68,1,18,0,0.0,84,1
145774426,114751501,41652755,478021,13,7,0,Xizmat,Toshkent,0.32,1,66,0,0.42,24,0
178861974,184066016,51229097,346893,2,10,0,Xizmat,Toshkent,0.72,0,59,0,0.5,86,1
117011134,112962696,42172579,391111,10,2,0,Xizmat,Viloyat,0.53,1,60,0,0.25,68,1
232617614,140288481,52669557,509243,12,4,0,Ishlab chiqarish,Toshkent,0.48,1,117,0,0.08,15,0
32403305,33070657,6598484,71257,6,9,0,Xizmat,Toshkent,0.52,1,76,1,0.96,100,1
104194543,85146905,32194116,317503,11,0,0,Xizmat,Viloyat,0.55,0,34,0,0.17,1,0
99814729,104427069,43770909,429795,4,5,0,Xizmat,Viloyat,0.26,0,9,0,0.32,100,1
155669743,130110379,105595055,845948,7,3,0,Xizmat,Toshkent,0.95,0,106,0,0.19,26,0
293899977,255537014,4076120,24541,4,4,48093579,Savdo,Toshkent,0.52,1,47,1,0.38,48,1
34170084,24374060,21147547,215236,13,10,53141761,Ishlab chiqarish,Viloyat,0.46,1,33,0,0.42,60,0
169819149,173193819,26017799,194542,11,8,14329608,Savdo,Viloyat,0.55,1,65,1,0.54,100,1
124403546,127183963,54860314,625960,10,3,0,Xizmat,Toshkent,0.94,1,111,0,0.12,90,1
186610309,129762062,20778623,241627,9,3,59469773,Xizmat,Toshkent,0.64,1,77,0,0.44,18,0
223206102,203570630,47748495,525129,12,7,0,Ishlab chiqarish,Toshkent,0.67,1,7,1,0.79,44,0
345154153,270504310,54911805,578621,11,10,0,Ishlab chiqarish,Toshkent,0.66,1,31,0,0.46,18,0
134451789,111534118,33050249,253085,10,0,0,Savdo,Toshkent,0.7,1,72,0,0.38,2,0
165363669,154762096,79484560,805504,6,1,0,Savdo,Toshkent,0.68,1,15,0,0.41,49,1
282302891,295537068,32975483,253409,12,2,55098089,Ishlab chiqarish,Viloyat,0.35,1,15,0,0.45,100,1
401382338,291021730,82198658,999469,7,5,0,Ishlab chiqarish,Toshkent,0.93,0,62,1,0.82,30,0
93707720,83599614,45171472,462512,13,7,0,Xizmat,Viloyat,0.58,0,57,0,0.23,41,0
225681343,232826719,113607820,1217730,5,6,2929202,Savdo,Viloyat,0.43,0,68,0,0.42,100,1
205212890,173318235,134011512,1096110,7,9,41111832,Ishlab chiqarish,Viloyat,0.55,0,10,1,0.7,65,1
118484199,113834052,44774825,532043,7,10,0,Xizmat,Toshkent,0.76,1,23,1,0.76,82,1
199441059,187015796,128406233,1153016,9,10,0,Savdo,Viloyat,0.85,0,19,1,0.63,75,1
53325139,50270496,8867037,60715,14,2,0,Xizmat,Toshkent,0.51,1,15,1,0.52,65,1
101031050,65371257,6017068,68482,7,1,0,Xizmat,Toshkent,0.56,1,86,1,0.47,7,0
202690292,126385239,82937340,1004821,2,7,0,Ishlab chiqarish,Toshkent,0.52,1,66,0,0.33,41,1
182668987,105361206,64371420,432216,12,9,6067793,Xizmat,Toshkent,0.67,0,57,0,0.09,20,0
116051145,93644266,36655290,183545,11,3,4790288,Savdo,Toshkent,0.67,0,36,1,0.51,18,0
12611648,11011242,6554032,58367,9,10,0,Savdo,Toshkent,0.27,0,22,1,0.67,80,1
85648679,49141960,510138,5538,11,4,0,Xizmat,Toshkent,0.73,1,69,0,0.15,6,0
261034590,209478773,8159276,95177,1,5,0,Savdo,Toshkent,0.56,0,32,0,0.37,32,0
11642396,9520087,4457098,34375,2,10,0,Savdo,Toshkent,0.64,0,93,1,0.27,47,0
151709440,101460165,60037220,600776,12,9,1847609,Xizmat,Toshkent,0.59,0,96,1,0.95,26,0
46904472,26340021,4248657,29431,14,1,0,Xizmat,Viloyat,0.93,0,35,0,0.43,6,0
33986795,26488930,12587363,70576,9,5,18417549,Savdo,Viloyat,0.78,1,54,1,0.84,43,0
35839211,27838457,12506501,84699,4,6,17140867,Xizmat,Viloyat,0.33,1,52,0,0.38,41,1
243113696,187272828,37228263,193194,9,0,0,Ishlab chiqarish,Viloyat,0.32,1,28,1,0.41,21,0
21731341,20508506,13473919,85145,2,7,0,Xizmat,Viloyat,0.25,0,88,0,0.4,93,1
244472876,196966747,19285549,153818,8,7,2826243,Ishlab chiqarish,Toshkent,0.87,1,50,0,0.23,18,0
28686842,23683949,15651162,105409,12,3,0,Ishlab chiqarish,Viloyat,0.59,0,98,1,0.66,33,0
293005239,305872747,121802683,1213143,8,1,3931382,Savdo,Toshkent,0.52,0,7,1,0.95,100,1
184722596,113445763,20285262,174424,12,10,4585513,Savdo,Toshkent,0.63,1,43,1,0.27,23,0
319405667,221165981,137347724,1329816,15,1,8407399,Ishlab chiqarish,Viloyat,0.86,0,70,1,0.37,31,0
189613233,167135492,132052461,1543085,13,3,7356074,Xizmat,Toshkent,0.4,1,26,1,0.31,50,0
114696119,88811002,14291816,164363,6,7,0,Savdo,Viloyat,0.46,1,12,1,0.56,40,0
278622441,285275880,136076295,796551,15,5,0,Ishlab chiqarish,Toshkent,0.6,1,15,1,0.87,100,1
326715489,310760408,55363195,472056,9,9,0,Ishlab chiqarish,Toshkent,0.65,0,32,0,0.18,46,0
149814842,120115708,35839075,292383,4,7,58083564,Xizmat,Viloyat,0.73,0,94,0,0.48,37,0
129828561,121856809,81062784,469662,10,8,0,Ishlab chiqarish,Toshkent,0.67,0,81,0,0.04,58,0
126795941,127087802,9434325,96929,12,3,39349247,Xizmat,Viloyat,0.82,0,46,1,0.39,92,1
86713622,61304418,13209921,71272,10,9,4096500,Savdo,Viloyat,0.81,1,90,1,0.92,37,0
93493431,94179039,2101481,26036,15,10,0,Ishlab chiqarish,Viloyat,0.74,1,43,0,0.48,95,1
114801766,66960572,16570145,202527,4,1,0,Savdo,Viloyat,0.57,1,91,1,0.95,30,0
197834627,125697791,117847868,828210,1,6,0,Xizmat,Toshkent,0.8,0,24,0,0.29,42,0
94449379,56393105,35984712,355028,4,10,0,Xizmat,Viloyat,0.46,1,21,0,0.15,34,0
189973992,143558856,93293608,1122774,10,6,0,Xizmat,Toshkent,0.55,0,79,1,0.8,38,0
105381012,68097500,39771446,409650,9,5,0,Xizmat,Toshkent,0.47,0,66,0,0.26,19,0
42982194,30480952,9613719,67332,7,7,26651091,Ishlab chiqarish,Toshkent,0.37,0,56,0,0.33,40,0
61127317,40763596,22988860,131025,0,9,0,Xizmat,Toshkent,0.69,0,101,1,0.88,38,0
10004383,8870624,3588283,22996,7,4,15004744,Savdo,Viloyat,0.46,0,48,1,0.4,59,1
273396029,185144039,7135019,58934,5,6,0,Ishlab chiqarish,Viloyat,0.37,0,71,0,0.45,33,0
209443960,132273203,111294917,1023447,8,7,0,Xizmat,Toshkent,0.69,1,32,0,0.29,26,0
160379279,114087077,10791647,123717,0,0,52138438,Ishlab chiqarish,Viloyat,0.57,0,36,1,0.28,32,0
170787711,150887698,61729743,509411,0,6,0,Xizmat,Viloyat,0.66,1,59,0,0.3,41,0
309490054,183373403,56513990,469199,14,1,23597054,Ishlab chiqarish,Toshkent,0.78,1,62,1,0.27,20,0
30118275,24172674,19895468,201873,6,4,0,Savdo,Viloyat,0.43,0,48,1,0.75,54,0
322144623,180182984,220180513,2630636,13,9,0,Ishlab chiqarish,Viloyat,0.7,1,63,1,0.93,55,0
121178948,92982637,40006042,410964,9,0,0,Ishlab chiqarish,Viloyat,0.81,0,43,0,0.49,5,0
354836835,320368936,121833809,1289520,13,3,35715536,Ishlab chiqarish,Toshkent,0.46,0,74,0,0.48,37,0
58244176,42250149,772418,8727,12,9,0,Savdo,Viloyat,0.78,1,104,1,0.31,28,0
243306369,245819806,146411570,893948,15,0,15511277,Savdo,Toshkent,0.57,1,42,0,0.39,100,1
83434082,57622034,36728318,254756,7,1,0,Xizmat,Toshkent,0.77,0,87,0,0.33,13,0
129457851,98496642,43205839,488942,14,4,19786484,Savdo,Toshkent,0.4,0,60,0,0.25,23,0
82268356,63531581,18034309,95736,15,4,53583595,Savdo,Viloyat,0.89,1,99,1,0.93,41,0
356974114,239070384,71281235,625012,14,4,0,Ishlab chiqarish,Viloyat,0.84,1,97,1,0.69,21,0
146480900,144438906,2309882,26562,11,3,0,Ishlab chiqarish,Viloyat,0.47,1,10,1,0.52,90,1
230891853,133847427,95093361,1038015,13,5,27738050,Xizmat,Toshkent,0.85,0,93,0,0.03,38,0
69226062,71254044,16162384,160479,4,6,0,Xizmat,Viloyat,0.38,0,81,0,0.19,100,1
44860054,25321328,31387585,330400,13,1,6279079,Ishlab chiqarish,Toshkent,0.82,1,107,1,0.8,43,0
261832125,269904620,144345117,1021258,13,1,35274289,Ishlab chiqarish,Viloyat,0.46,1,66,1,0.48,100,1
196379948,165307767,54971990,543218,11,2,25753782,Savdo,Viloyat,0.87,0,44,0,0.21,29,1
212980788,191830053,103116522,518373,0,5,19672335,Ishlab chiqarish,Toshkent,0.6,1,88,1,0.78,70,1
122762142,71636947,4708738,25918,15,4,0,Ishlab chiqarish,Viloyat,0.51,1,28,0,0.29,20,0
100692219,70445901,21317740,127086,5,3,53552350,Ishlab chiqarish,Viloyat,0.45,0,83,1,0.7,38,0
197679925,176128721,104443700,840474,3,3,0,Xizmat,Toshkent,0.6,1,118,0,0.48,34,0
139640612,95481764,92340632,751473,5,1,33813506,Savdo,Viloyat,0.49,1,44,1,0.86,61,0
398174741,359528262,188811137,2322564,10,5,0,Ishlab chiqarish,Toshkent,0.64,1,49,0,0.53,40,0
88452287,62405254,47193118,438402,6,8,5364133,Ishlab chiqarish,Toshkent,0.28,0,111,0,0.39,46,0
225705873,143667362,144521621,834030,1,9,0,Xizmat,Toshkent,0.57,0,23,0,0.2,50,1
37690684,26302876,10595008,68600,1,1,0,Savdo,Viloyat,0.5,0,5,1,0.91,45,1
7463648,6093411,3509430,20174,9,10,52543224,Xizmat,Viloyat,0.77,1,41,1,1.0,73,1
106830747,74972527,58560322,618682,10,2,4696114,Savdo,Viloyat,0.35,1,40,1,0.69,45,0
37976801,22874216,18469722,145326,4,2,45570607,Ishlab chiqarish,Toshkent,0.32,0,18,0,0.38,54,0
57513765,49830491,20098469,240358,4,0,0,Xizmat,Toshkent,0.52,1,81,0,0.36,17,0
23262150,19408810,2265887,24918,4,2,37994983,Ishlab chiqarish,Toshkent,0.69,1,7,0,0.52,50,1
161840473,138833603,83268743,575026,2,4,0,Ishlab chiqarish,Viloyat,0.34,1,116,1,0.6,59,0
210672901,209049036,118395900,612463,0,6,3947275,Savdo,Viloyat,0.91,1,71,0,0.5,100,1
150779770,146799061,93556769,652668,1,9,2563219,Xizmat,Toshkent,0.94,1,112,0,0.22,100,1
240695503,215158997,34411369,196257,7,8,38504728,Ishlab chiqarish,Viloyat,0.5,0,68,1,0.72,62,0
122136698,122828150,52438132,588455,4,2,0,Xizmat,Viloyat,0.92,1,114,1,0.54,100,1
185475717,187525679,62578780,589392,6,8,0,Savdo,Toshkent,0.87,0,43,0,0.25,86,1
150496614,154314594,59999458,438613,11,3,21644396,Ishlab chiqarish,Viloyat,0.43,0,17,0,0.41,100,1
76161435,57457686,11465114,62166,15,0,55212445,Ishlab chiqarish,Viloyat,0.34,1,111,0,0.4,27,0
187200116,164813746,77706923,485745,5,8,0,Ishlab chiqarish,Viloyat,0.62,0,98,0,0.52,45,0
115531623,75654068,35324107,311722,15,6,43891865,Ishlab chiqarish,Toshkent,0.46,1,65,1,0.65,41,1
372423555,341524694,149778505,1682331,2,7,22634368,Ishlab chiqarish,Toshkent,0.41,0,88,0,0.08,63,0
176411733,140118962,66368622,559497,12,10,11501885,Xizmat,Toshkent,0.3,1,57,1,0.98,42,0
113303041,75007731,48628530,372832,9,1,42028838,Savdo,Viloyat,0.8,1,57,1,0.83,48,0
9441007,5427731,6314044,48190,6,0,6762066,Xizmat,Toshkent,0.83,1,74,0,0.1,40,0
46952650,43650107,26026615,172094,1,9,43173191,Xizmat,Toshkent,0.59,1,56,0,0.33,94,1
280203473,225024513,6587652,33338,10,3,0,Savdo,Toshkent,0.64,0,48,1,0.93,24,0
82253223,58658721,15693581,182133,13,7,58431233,Ishlab chiqarish,Viloyat,0.87,0,120,1,0.69,41,0
150622245,130222450,79012025,629185,3,9,0,Xizmat,Toshkent,0.69,0,91,0,0.44,42,0
335207962,191499908,230214333,2669586,7,0,46203028,Ishlab chiqarish,Toshkent,0.76,0,59,0,0.53,32,0
38379899,28521587,11197316,74255,9,6,1169630,Xizmat,Toshkent,0.7,1,72,0,0.22,14,0
196437575,200185447,83486934,457930,9,1,54248564,Xizmat,Toshkent,0.36,1,78,0,0.2,100,1
37636405,25886180,14266017,126968,15,4,30526208,Xizmat,Toshkent,0.8,1,56,0,0.13,18,0
14135349,9915893,6063074,59811,15,10,0,Savdo,Viloyat,0.46,1,44,0,0.35,60,0
121232204,116993224,22542163,216262,9,1,0,Ishlab chiqarish,Toshkent,0.91,0,47,0,0.27,51,0
85804757,61480219,15151643,127446,2,10,18610368,Ishlab chiqarish,Toshkent,0.92,0,18,1,0.47,40,0
130176784,88166286,20343447,142968,10,10,26104926,Xizmat,Viloyat,0.47,1,28,0,0.35,36,0
103199883,57670826,56003779,594988,15,5,0,Savdo,Viloyat,0.59,1,84,0,0.46,37,0
292070756,238169542,185861659,1804814,9,7,1126228,Savdo,Toshkent,0.37,0,3,1,0.4,57,0
93023818,74079519,38410190,399570,11,5,39379937,Xizmat,Toshkent,0.93,0,6,0,0.38,42,0
81187219,75771350,2107273,17829,14,5,0,Savdo,Viloyat,0.32,0,85,1,0.87,67,1
132575107,115751707,53326591,462160,10,10,7567729,Savdo,Viloyat,0.91,1,116,1,0.7,59,0
173928812,116214946,66923297,731870,6,6,0,Savdo,Viloyat,0.72,1,48,1,0.58,31,0
43182494,33562612,4015436,36289,3,3,0,Ishlab chiqarish,Viloyat,0.4,1,10,1,0.31,33,0
222706173,177329667,48289201,463993,15,9,28786181,Savdo,Viloyat,0.9,1,99,1,0.89,49,0
157932297,154312028,98536038,500812,13,5,0,Ishlab chiqarish,Toshkent,0.75,1,50,1,0.59,100,1
225293463,235618955,65460455,767651,4,8,58980940,Ishlab chiqarish,Toshkent,0.44,0,55,0,0.33,100,1
161506727,102253703,29829947,296287,15,10,0,Ishlab chiqarish,Toshkent,0.51,0,108,1,0.37,26,0
253518562,235617500,80125419,559339,5,5,47066262,Ishlab chiqarish,Viloyat,0.51,0,36,0,0.21,60,1
59456667,60091854,7807027,95618,6,7,57203763,Ishlab chiqarish,Viloyat,0.39,0,66,0,0.08,100,1
235143041,138766277,62877552,377852,6,3,22719326,Savdo,Viloyat,0.71,0,8,1,0.31,36,0
241163459,132835176,81315090,880872,13,10,45628208,Ishlab chiqarish,Toshkent,0.59,0,56,0,0.26,30,0
